"y","x"
57.041055,-4.152365
55.788307,-2.017515
56.794825,-3.024827
55.962882,-2.394021
57.586533,-4.301608
56.541324,-4.449247
56.758897,-3.023848
56.119448,-4.42236
55.041595,-3.871634
55.964601,-4.524842
57.117133,-3.892503
55.227544,-4.5251
54.897892,-3.864961
55.885052,-6.135291
55.79618,-3.173895
55.678452,-3.265783
55.810579,-2.216969
55.704749,-6.148052
56.436639,-2.869209
55.810412,-2.296746
55.409637,-4.410318
55.832812,-4.372562
55.449047,-2.752501
55.975554,-5.840238
56.03213,-4.288471
57.393036,-3.407515
57.552418,-4.199166
55.82766,-4.164676
56.338365,-2.786094
55.026801,-3.651912
56.273216,-6.354962
57.456444,-3.359948
55.938117,-4.010717
57.703109,-2.89934
55.989672,-2.442382
55.807982,-4.259336
56.264619,-3.817899
55.307865,-3.458761
55.69273,-2.550375
56.25626,-4.31798
55.508845,-3.877914
55.868721,-4.374752
57.245448,-3.716766
55.63811,-4.6627
55.846451,-4.117798
55.449991,-4.175566
56.969304,-2.322352
55.505826,-4.542893
56.05436,-4.530708
55.412683,-4.694909
55.763673,-4.22489
55.703283,-3.457547
55.939908,-3.178239
55.074281,-4.546765
56.088112,-3.584556
56.397846,-3.921467
55.873036,-2.393111
57.275141,-2.026517
55.917725,-4.153691
56.555932,-3.538978
54.8835,-3.614864
55.91866,-3.481622
56.239497,-4.252414
57.132604,-2.910239
56.264855,-3.801763
56.229026,-4.332469
56.471723,-2.983638
55.391681,-4.409224
55.477486,-4.145432
57.978965,-3.937741
56.221682,-2.767577
55.828257,-2.34477
55.882328,-2.28131
55.989553,-2.474439
57.497682,-4.245941
56.951642,-5.002423
57.27349,-3.635143
55.948338,-5.701327
56.055979,-4.450502
56.59124,-3.589269
55.846588,-4.581086
57.631979,-3.701474
55.737026,-4.207443
56.284951,-2.704232
56.006944,-4.190735
57.152795,-3.910857
55.950185,-3.034426
55.889258,-3.672381
57.825051,-4.013669
56.491569,-2.708057
56.185043,-4.281452
55.888651,-2.856917
55.559022,-4.578048
56.307718,-3.23803
55.272754,-4.512225
57.487641,-3.744802
56.953531,-4.509128
55.622848,-4.534584
55.965055,-4.012114
55.4781,-2.230958
56.624163,-3.020197
55.564527,-2.944983
55.837241,-2.34485
56.351409,-4.016236
56.022251,-4.336029
54.862578,-4.346391
56.718981,-4.068555
56.645122,-3.591536
57.13588,-2.084241
57.256168,-3.584642
55.915288,-4.729696
55.868196,-3.160086
56.306778,-3.997718
56.13673,-3.264712
55.728874,-2.503116
55.720482,-2.3279
55.245823,-4.510525
57.070711,-3.989115
55.774639,-2.216769
57.566662,-3.113293
57.364969,-2.026583
55.787044,-3.189567
56.591347,-2.514523
54.810937,-4.670242
56.662447,-3.641214
55.622519,-4.550448
56.030307,-4.384669
55.787618,-4.385764
55.572665,-3.817512
55.792636,-2.200921
55.918367,-2.233571
56.64037,-3.216298
55.783137,-2.408149
56.585827,-3.279673
57.258335,-3.402373
55.947934,-3.274563
55.821308,-4.499583
56.160048,-4.634294
54.934057,-3.851026
57.593951,-3.850283
55.601882,-2.739554
57.031716,-2.471169
55.844477,-4.229506
56.023518,-2.843858
55.96031,-4.284229
55.904425,-4.608929
56.450063,-3.37245
56.014007,-4.736659
55.738452,-2.328051
56.02817,-3.999348
55.885465,-4.855546
57.111913,-2.620786
55.395266,-4.219934
55.909439,-2.201525
55.099836,-5.003038
55.61674,-4.391252
56.135969,-4.906297
55.178199,-2.935818
57.067767,-2.438644
56.253775,-4.446987
56.481886,-2.821533
57.582868,-3.297762
56.019754,-4.464253
55.909418,-4.585261
55.937855,-4.026715
55.905546,-4.329005
55.79438,-3.349294
55.02766,-5.013285
55.890792,-4.616011
57.012481,-2.734396
56.410992,-4.667832
56.535891,-2.806442
57.286901,-4.465404
55.819994,-4.563359
55.355931,-3.886441
55.079383,-3.748072
55.788073,-3.077966
57.457413,-4.476877
56.100775,-3.954875
55.60429,-4.088849
57.747252,-4.101761
56.408866,-4.327254
56.142609,-3.538513
55.95641,-3.322892
56.400493,-4.29433
56.553961,-2.790559
57.571865,-3.481294
56.75824,-3.858048
55.394749,-5.720458
55.988832,-2.634721
56.787915,-2.730001
55.697187,-2.558392
56.281702,-3.140275
57.392468,-3.457409
55.350793,-3.61806
55.148433,-3.248945
56.426937,-2.966268
56.61359,-3.916119
57.580647,-3.498376
55.62774,-4.725546
57.472495,-4.144326
55.799004,-4.258816
55.706196,-3.187109
56.12896,-3.875853
56.150876,-4.182821
55.685692,-3.425079
55.927174,-2.313641
57.539114,-3.179271
54.872118,-3.785844
55.362899,-4.012998
55.918493,-2.153573
54.97682,-4.478075
55.629849,-4.169639
55.999323,-5.650046
55.652748,-3.137814
55.79648,-3.142002
56.83034,-3.07496
55.907347,-2.745359
55.89687,-4.312489
56.200053,-3.927683
54.830909,-4.578127
56.797993,-3.581633
57.221232,-2.059597
55.712823,-3.41015
56.414837,-3.306344
55.578266,-3.389459
56.07893,-4.644826
55.669469,-3.265493
56.206497,-5.637465
55.809672,-4.626525
57.928414,-4.011011
56.219584,-5.800086
56.12779,-4.455069
55.810261,-4.131791
55.967777,-4.364794
56.617972,-3.60669
56.172863,-3.942429
56.203188,-2.847801
55.989861,-4.606666
55.991199,-4.542613
56.390334,-3.823886
57.534174,-4.214773
56.671556,-5.061722
56.060357,-2.700132
55.81135,-4.068011
57.076962,-4.154444
57.35819,-3.306442
55.864954,-4.086841
56.539513,-3.40821
56.316206,-3.286807
57.490726,-1.976631
56.454052,-4.313789
55.982219,-4.061095
55.464733,-4.350398
55.366109,-3.03491
57.194263,-2.092648
55.968083,-4.348787
56.060447,-2.684074
55.096427,-4.767632
55.600704,-2.914111
55.950318,-3.018416
55.826243,-4.691515
57.631524,-3.73495
55.223,-2.95259
57.283101,-2.507553
56.462407,-3.81111
55.789828,-2.854745
55.093004,-3.388245
55.990198,-4.590653
56.338261,-2.802268
56.101495,-4.421232
55.934546,-4.218668
55.651985,-3.217252
57.287546,-4.432256
55.816998,-2.823423
55.192787,-3.972984
56.307037,-3.981566
56.172609,-3.958525
55.384704,-4.740374
55.707738,-4.333136
57.595203,-4.318891
56.205944,-4.589065
57.703227,-2.882563
55.988904,-3.612557
55.449621,-4.649981
55.316658,-3.474842
55.92993,-5.56343
54.968266,-3.29021
55.545487,-3.832108
56.189946,-3.330919
55.420147,-3.020524
55.8627,-5.397388
55.620019,-4.216742
57.082898,-2.950267
56.281995,-3.107979
55.395552,-4.204158
55.990356,-5.6492
56.200864,-4.395248
56.090591,-4.517008
56.308797,-3.124918
54.850496,-4.018547
55.328332,-4.846855
55.637207,-2.835533
56.444467,-4.345656
55.749467,-3.347743
56.887724,-2.535002
55.536976,-3.800017
55.752928,-4.319897
56.302918,-2.704563
55.189524,-3.580098
55.85176,-2.983889
55.437287,-3.1158
55.781485,-3.667761
56.031228,-4.336571
55.378718,-5.65578
56.210152,-4.379701
55.214869,-4.697239
55.972916,-4.557441
57.674129,-3.150119
54.863389,-5.110119
55.687711,-3.934206
56.082162,-3.3272
55.452293,-4.52363
56.657683,-4.47311
56.681112,-2.532068
55.865224,-4.070874
55.443163,-3.416324
55.727813,-3.649547
57.069916,-4.038561
55.86462,-2.121405
56.783914,-3.237308
57.067584,-2.488115
55.825982,-2.823613
57.264511,-3.634745
55.700204,-2.820965
56.222413,-4.203019
57.078352,-4.072024
55.424962,-5.612624
55.23966,-3.849472
55.955341,-3.418956
55.221813,-3.094041
56.248531,-2.784252
54.888428,-3.895708
55.631797,-3.423122
56.276558,-2.591033
55.844187,-4.245463
55.575964,-4.626757
55.636361,-4.742036
56.774952,-3.940704
55.050816,-3.85641
56.509107,-4.252132
57.122333,-2.158529
57.50255,-3.244844
54.837983,-4.220373
57.518566,-3.429044
57.614905,-3.633711
57.631293,-3.751688
56.821498,-3.058323
57.003499,-2.734219
56.159331,-3.635794
56.955501,-3.144332
57.121498,-3.900985
55.010549,-4.120421
55.093531,-3.341252
57.455104,-4.109968
55.778949,-3.093658
56.662519,-2.662318
56.967211,-4.263263
55.548354,-4.656625
54.936263,-4.694159
55.583717,-2.77094
56.066524,-4.370839
56.865381,-3.174384
57.172223,-3.812613
55.592601,-2.786982
55.904995,-3.065213
55.697434,-3.886949
57.772805,-4.431171
55.839809,-3.30296
55.900366,-2.249455
57.52864,-3.329235
55.466172,-2.879361
57.348683,-3.35596
55.366242,-3.019136
56.213,-3.654204
55.909487,-2.169533
56.030616,-4.368637
57.093022,-2.785497
56.600227,-6.262144
55.89079,-4.152198
55.778514,-3.141476
57.128291,-2.885355
55.648513,-2.359078
55.981892,-4.558033
55.564404,-2.960836
55.53838,-2.833435
55.891312,-2.281375
55.519475,-3.767537
55.837533,-2.217119
56.871806,-3.42068
55.576565,-3.53216
57.237229,-2.705726
56.290096,-3.916056
56.122795,-5.420304
54.943743,-3.804632
57.41118,-3.391564
55.881337,-3.592106
55.977723,-3.77236
56.14788,-3.812382
55.996343,-2.875331
55.518519,-2.239113
55.102165,-3.372889
55.936624,-3.482308
55.053802,-5.046571
55.841095,-3.175248
56.074337,-3.21447
55.243021,-2.638509
55.609689,-2.91432
57.521152,-3.178692
56.157095,-3.796714
56.427542,-2.885215
55.853632,-2.712383
55.213463,-4.760032
55.069486,-3.810288
55.681235,-5.612369
57.311075,-1.993344
57.628439,-3.232403
55.925859,-2.649694
55.982223,-4.542023
55.010276,-4.136046
55.01898,-4.152153
55.904425,-3.129178
56.40845,-3.030622
55.909508,-2.153537
56.669405,-3.788392
56.245003,-3.219868
55.843894,-4.26142
55.145794,-3.484223
56.029367,-4.432764
55.619451,-2.803398
56.410127,-2.80378
56.354086,-4.372476
57.077803,-4.104993
55.008191,-3.69806
57.064934,-2.949808
56.119132,-4.438429
55.785398,-3.348983
57.595508,-4.302175
56.355904,-2.851187
56.562944,-2.790747
57.02267,-2.487526
55.848188,-6.419143
55.899505,-3.576856
55.873569,-2.153395
55.710941,-4.619892
55.607873,-3.866768
57.032371,-2.240522
56.073351,-3.310831
55.961153,-2.762411
55.866773,-4.886146
55.658969,-4.044069
56.25686,-4.285725
55.377071,-2.766915
55.06731,-3.951142
55.830134,-3.366497
57.34617,-3.5719
56.231103,-4.219652
55.79903,-2.823044
57.118699,-2.967699
56.069503,-4.210351
55.17216,-3.532307
57.6626,-3.761579
56.333714,-3.999126
57.665449,-3.116319
57.078893,-4.039053
55.74306,-3.841358
57.067701,-4.170403
56.451592,-3.226482
55.429764,-2.941761
56.668803,-3.054038
55.672703,-5.746828
55.428998,-3.036555
55.561508,-3.277875
56.817354,-3.467767
55.575549,-3.611431
57.502714,-3.228162
55.82897,-4.56395
56.037365,-2.787987
55.812006,-4.514948
57.491564,-4.078699
57.669195,-2.546464
56.341632,-4.064261
56.092143,-3.231104
55.837648,-2.137287
56.019433,-4.48028
57.43195,-3.109198
56.778836,-2.746189
57.443231,-4.275931
55.705068,-3.298472
55.62263,-3.438671
55.700246,-4.253113
55.899427,-4.63259
55.882366,-4.119754
55.783239,-2.376261
55.958026,-3.162773
55.354606,-5.558859
55.69153,-2.773061
55.415994,-5.611804
57.287225,-4.448831
57.01285,-2.668535
55.788349,-3.046079
57.805456,-4.113562
57.104131,-2.290508
55.961623,-2.68233
56.11663,-4.084364
56.567695,-3.295335
56.12967,-4.358633
55.889689,-3.640419
57.275136,-2.043101
56.042685,-4.658401
55.955625,-4.524258
55.015363,-3.823489
56.807258,-2.435595
57.299546,-3.702689
55.86037,-4.773789
56.236179,-3.203454
56.527061,-4.253198
55.975839,-3.179332
55.995452,-3.789206
55.628738,-2.755942
57.319024,-3.587346
55.872349,-2.568895
55.602348,-4.19987
55.834622,-4.276851
55.079245,-2.949169
56.089932,-4.549118
55.438101,-4.333004
55.559354,-4.562211
55.408694,-4.457655
56.166075,-3.797134
56.669792,-4.31068
57.374509,-3.456696
55.783699,-2.168986
55.819515,-4.116334
56.028429,-3.983313
57.137273,-2.88557
56.245919,-3.123073
55.74556,-3.666227
57.279235,-3.867638
56.60022,-3.589647
55.783739,-2.137097
57.368006,-3.223656
55.59172,-2.913902
56.376713,-3.499357
56.405281,-4.019085
55.97176,-2.426156
55.667682,-4.060424
55.87112,-4.247018
55.834489,-3.733901
57.019373,-3.030998
56.983338,-4.362996
55.425036,-4.537695
56.021946,-4.352058
56.5058,-3.195737
55.891574,-2.121489
55.598549,-3.167985
57.450201,-3.076423
55.885107,-4.45571
56.87389,-3.223872
54.822235,-4.094971
55.557998,-3.579002
55.962266,-2.554196
57.820696,-4.005007
57.561023,-2.628411
56.511622,-3.488429
55.602892,-4.628558
56.685889,-4.409641
55.850767,-4.373656
57.685821,-2.798283
55.88229,-2.297294
55.328526,-4.421156
57.267315,-3.402714
57.657961,-2.93174
55.961191,-4.236214
56.015784,-2.635163
55.534292,-3.974207
57.104091,-2.307015
56.118813,-4.454497
55.853764,-3.638905
57.49357,-3.244539
57.155659,-3.712603
57.058399,-2.537456
56.64252,-2.971775
57.163245,-3.812174
56.409459,-2.901001
57.147127,-3.67915
56.164633,-3.893697
57.694696,-2.815254
55.349374,-2.87677
55.903783,-4.840892
54.848863,-4.579273
55.756111,-4.144772
56.68929,-2.695439
56.098098,-3.504584
55.431467,-4.20616
55.02905,-4.090104
55.302213,-4.38804
56.155156,-3.925433
56.550234,-3.945453
55.145984,-3.468539
57.003259,-4.710109
55.18932,-3.595799
55.417842,-5.548742
55.435319,-5.566126
57.686166,-4.257594
55.828767,-4.100869
55.629907,-2.533611
55.224613,-2.716817
56.941243,-2.617946
57.458131,-3.19333
55.864394,-2.265202
55.694674,-3.425406
54.886419,-4.020344
56.644912,-3.607835
56.154905,-3.941522
56.883982,-4.38955
56.008149,-4.591855
56.717377,-3.561907
56.486167,-3.357514
57.077317,-2.224318
55.84179,-4.373109
57.781474,-3.927145
55.819616,-2.185101
56.16363,-3.958067
55.530457,-2.659001
57.119969,-2.786067
55.465336,-4.318793
56.67785,-4.36015
57.631753,-3.718212
55.817616,-4.674954
55.873387,-4.119264
57.498181,-3.628492
55.850379,-3.143582
55.451205,-3.495671
55.772362,-4.24133
57.264075,-3.667888
56.856852,-3.124918
56.635073,-3.672634
56.537768,-4.156246
55.368615,-4.20266
55.778949,-4.369286
56.735334,-2.451108
55.897169,-4.296511
55.161811,-4.20694
57.266154,-2.04309
56.187313,-3.556415
55.939754,-3.194244
56.054029,-4.546748
56.78052,-2.369825
55.68041,-3.059099
57.410996,-3.408204
57.089697,-3.924113
57.578543,-2.712322
55.818586,-2.536192
57.481754,-4.128187
57.059849,-4.103976
55.889656,-4.216104
55.585348,-3.548368
56.553519,-4.72668
56.408583,-3.01442
55.908747,-4.153193
57.326548,-4.268709
54.777333,-4.092649
57.092125,-2.917498
56.020074,-4.448226
55.04412,-3.69958
57.047568,-2.86695
55.044766,-3.652652
55.978919,-2.794811
55.301308,-3.931108
56.915649,-2.206922
55.997816,-2.634869
56.121604,-4.309872
55.802102,-4.083477
56.79469,-3.041196
55.756765,-2.152936
55.451966,-4.539425
55.018447,-3.604644
55.772068,-3.699243
55.97706,-4.349332
54.795025,-4.10912
57.254199,-3.73375
54.962617,-3.742997
54.926238,-3.772635
57.083022,-2.933772
57.084621,-2.686325
55.907437,-3.657166
54.921666,-4.53711
56.671414,-2.678792
55.339473,-4.753021
55.898392,-4.680514
55.91972,-4.521922
56.165221,-3.104613
55.71796,-3.712812
55.738705,-4.111956
55.005934,-4.370395
55.076237,-3.27802
56.427988,-2.82037
55.531659,-2.373854
57.426294,-2.6261
55.952979,-3.611062
55.661919,-5.173197
57.336559,-3.621331
56.426819,-4.328351
57.736589,-3.924756
57.500265,-4.095884
57.083143,-2.917276
55.970518,-3.643839
57.747775,-4.328656
57.49101,-4.11204
56.442777,-5.221803
56.385888,-3.48352
56.102121,-4.389109
54.953184,-3.773821
55.81519,-6.335522
54.841515,-4.018099
56.43297,-3.290749
55.852872,-4.261941
57.538306,-3.262768
55.812691,-3.318012
55.944661,-4.155186
55.783651,-2.200875
57.299991,-3.669514
55.926983,-4.138197
56.212797,-2.751276
55.621673,-3.518038
55.069252,-3.82594
55.758096,-3.379912
56.461931,-3.080756
55.82868,-2.121293
55.97157,-4.621463
55.529395,-2.833245
55.950735,-4.3157
55.444603,-4.459888
56.145546,-3.281097
56.290685,-3.140542
55.721805,-3.410473
56.00544,-2.859501
54.854382,-3.769482
56.191074,-3.927232
55.174286,-4.898685
56.207736,-3.347657
56.567524,-3.311604
56.200405,-3.186215
56.534205,-3.034036
57.041385,-2.224101
55.970695,-2.666468
57.040503,-2.520718
56.25014,-4.624338
55.923907,-4.746311
55.908487,-3.577221
57.626688,-3.75984
56.994436,-4.248452
56.026436,-4.577031
57.113403,-2.108957
56.255608,-3.042651
55.711031,-2.471057
55.594255,-4.612106
55.986704,-3.772771
55.935519,-2.505792
55.920693,-4.473967
54.750608,-4.946028
55.105412,-3.811912
55.902741,-4.472823
57.254427,-3.717184
56.521733,-3.391295
55.998707,-3.548824
55.485937,-3.591944
57.35556,-3.539056
56.401038,-2.81979
55.361721,-5.622639
55.45647,-2.974023
55.69068,-4.284385
55.074485,-4.061143
55.155963,-4.913055
54.863136,-3.785447
55.638628,-3.598133
55.808564,-4.227451
54.987977,-4.369336
57.438303,-3.375934
56.395812,-3.402899
56.688057,-3.740294
55.658703,-4.059952
56.324995,-3.982497
55.396523,-3.556767
55.934806,-3.626317
56.386831,-3.402569
56.363982,-4.324517
56.75543,-4.037843
55.213892,-2.968089
55.838937,-3.382774
57.588397,-3.599065
55.660968,-3.217531
57.121721,-2.422767
56.16649,-4.312567
55.169092,-2.951303
55.013847,-4.840157
55.798922,-2.838993
55.118066,-3.545915
55.908975,-2.393474
55.223146,-4.729251
55.154448,-4.975744
57.545122,-3.4635
57.529157,-3.279152
55.898459,-2.729196
56.391947,-2.835793
56.21926,-3.090042
57.055567,-2.999028
57.431802,-3.12585
56.078924,-3.600247
55.366873,-4.297248
55.646073,-6.284975
55.770286,-2.113141
57.447283,-3.376271
56.128108,-4.438997
56.147315,-4.375814
56.237391,-4.365253
56.445151,-2.934288
55.942057,-4.299168
55.79193,-3.556556
55.87824,-3.815781
55.712453,-3.441971
56.717581,-3.545576
56.991723,-3.112526
55.646626,-6.269131
56.323405,-4.07945
57.494703,-3.878631
56.726763,-3.529609
55.370221,-5.639206
55.892429,-4.056331
55.862329,-2.760473
57.643428,-2.010037
56.765718,-3.956589
56.416054,-3.906174
55.365915,-5.780901
56.203077,-2.863917
55.500339,-4.368354
55.547576,-2.801931
55.106493,-4.282278
54.894408,-4.550991
55.88264,-4.10378
55.346551,-5.526577
54.941326,-3.960646
57.468163,-3.076951
56.978288,-2.32243
57.582944,-3.983543
55.266958,-4.779486
55.510721,-3.751308
56.050578,-2.828394
55.438401,-4.317212
56.585112,-4.012381
56.482097,-2.789064
57.787783,-4.095706
57.246211,-2.705897
55.351904,-2.387928
55.69833,-2.176572
57.027352,-3.146539
57.523119,-2.944995
56.035746,-4.561597
55.763523,-3.666994
56.680407,-3.641996
55.58453,-3.611799
56.223611,-3.856281
56.35034,-4.080916
54.812441,-4.141154
55.625581,-2.493851
54.860171,-4.876092
55.380598,-4.029682
55.628114,-2.851221
56.051373,-2.699969
55.946095,-4.323431
55.805881,-4.370923
54.934991,-3.78863
57.095023,-2.339947
56.674413,-3.396919
55.878915,-4.311421
55.846545,-2.201199
55.619754,-2.755769
55.948161,-5.853548
55.911498,-3.321362
55.936117,-2.329721
57.319976,-2.142776
55.783783,-2.089264
54.934528,-3.819828
56.61776,-3.622978
55.617048,-4.375389
55.539829,-3.594121
56.177653,-4.651615
55.395493,-3.635677
55.687598,-3.250172
56.172026,-4.490114
56.784931,-3.875738
56.004985,-5.610462
56.717782,-3.529244
56.710541,-4.035414
56.413404,-3.435964
57.760295,-4.127734
55.642843,-3.232857
55.487114,-2.215186
55.669632,-3.249599
54.838548,-4.189257
57.577252,-4.317748
55.327701,-5.556444
55.341325,-2.73469
55.975823,-4.413371
55.620665,-3.597401
55.810748,-2.07337
55.631612,-3.439
55.940384,-3.866724
55.500583,-3.830022
55.863945,-2.424974
55.836073,-4.197084
55.871118,-4.69462
55.390101,-4.488083
55.760994,-4.368197
57.696977,-2.295242
55.42589,-5.581086
56.668252,-4.392193
55.881406,-2.553042
56.102431,-4.373047
55.917615,-2.489559
55.639662,-4.122512
56.162152,-4.304253
55.162779,-3.563343
55.381969,-5.545525
55.778641,-4.385215
56.717045,-2.532576
55.99681,-4.254308
57.457084,-4.493527
54.829908,-4.624779
56.074566,-4.419542
57.626211,-4.086388
56.5094,-4.235897
56.508811,-4.268367
54.982924,-3.571971
57.074953,-2.801609
55.662442,-3.058614
57.68311,-3.150404
55.780459,-4.289638
55.401779,-5.784329
56.072311,-4.531885
57.681648,-3.301291
55.298985,-4.072771
56.008087,-3.517122
57.064549,-2.99927
56.414782,-3.987166
56.201484,-4.363041
55.749114,-3.379595
55.366501,-2.987589
55.035817,-4.215656
57.318169,-3.653732
55.731327,-3.363042
57.49662,-3.745231
55.85565,-2.105403
56.771381,-2.418818
54.969823,-3.134043
56.95386,-4.492703
55.774771,-2.121125
56.609304,-4.176618
56.125701,-5.782761
55.606509,-4.45414
57.265765,-3.535308
57.513811,-4.347116
57.604483,-4.302743
57.588184,-3.615784
57.564908,-3.297123
57.202191,-2.522993
56.148348,-3.780208
57.764027,-3.892594
57.267129,-3.419289
56.454354,-4.297577
55.788436,-3.8116
56.276279,-4.206116
57.054036,-3.905779
55.184002,-4.867969
57.367843,-3.240277
56.015636,-3.629713
55.247729,-3.204865
56.46333,-4.29812
56.174203,-3.104871
57.320056,-1.976739
55.507443,-3.291957
56.07264,-4.515837
56.171808,-3.346398
55.015596,-3.807859
55.948874,-3.899164
57.582053,-4.535535
56.142098,-4.633066
55.861877,-3.703163
55.942983,-2.794074
55.34832,-4.32772
55.684002,-4.15673
56.680968,-2.56471
55.43201,-4.632992
56.697264,-3.724387
55.977667,-4.31731
57.158219,-2.191745
57.654001,-3.367333
55.647816,-3.582615
55.116915,-4.204463
55.819022,-2.424484
55.88345,-4.055856
57.101227,-2.901216
55.855564,-4.581682
55.476191,-2.721377
56.23292,-5.656115
56.15364,-5.600244
55.930308,-4.442559
57.573746,-4.501505
55.863008,-4.198605
57.329034,-1.960125
56.054834,-4.916251
56.345197,-3.837912
55.891801,-4.568094
56.782894,-4.006592
54.896421,-3.958463
54.978386,-4.400028
57.058468,-2.52097
56.715756,-2.777614
55.988203,-2.746914
55.908693,-2.473451
56.662585,-5.060994
56.329278,-2.802079
56.218214,-3.202891
55.899742,-5.672686
55.800697,-4.62592
56.727686,-4.085379
55.924616,-4.714343
56.762279,-3.563772
56.105446,-3.633507
57.255532,-3.634347
56.410021,-2.819983
56.839462,-3.05883
56.185438,-2.815187
55.839467,-3.334886
57.263854,-3.68446
56.307224,-3.286505
55.477229,-4.620182
56.156384,-3.844986
57.342843,-3.023434
56.007187,-2.554839
54.930385,-3.796229
55.016704,-4.277172
57.404404,-3.174939
57.028079,-3.064189
54.935599,-4.288196
56.194527,-2.799264
57.003401,-2.75068
56.244681,-3.252132
54.859801,-4.89165
55.936073,-2.345728
55.711279,-4.603994
55.032129,-3.902488
57.679617,-3.485688
57.082771,-2.966763
57.237357,-3.650112
55.967008,-3.163042
55.146853,-4.033488
55.64078,-3.423448
55.531558,-2.405538
55.970331,-2.730548
56.081906,-5.593543
55.851379,-4.341739
57.644712,-4.053937
55.679348,-5.67585
55.127143,-4.9894
56.697037,-3.740708
56.025037,-3.598017
55.877476,-3.128395
57.498271,-4.212597
57.216633,-3.847912
55.858108,-3.27162
55.283949,-4.402692
55.651666,-3.249027
56.344956,-3.854082
56.149259,-3.715856
56.469065,-3.275742
55.605917,-3.326941
55.648643,-2.31141
56.679722,-2.793193
56.285899,-3.576575
55.622443,-3.454544
55.603745,-4.120571
55.785743,-3.317101
55.773789,-4.161688
55.871181,-6.277782
57.331076,-3.32209
55.866414,-3.335811
55.073545,-3.512872
56.027113,-4.063488
56.678849,-3.756192
55.7106,-4.63579
55.862433,-4.230535
55.943788,-3.626693
55.078699,-3.795039
55.804854,-3.206065
55.06397,-3.559488
57.612675,-2.980794
57.479246,-2.79377
54.98352,-4.587905
56.175055,-3.797553
56.347245,-2.802456
57.573414,-4.518208
56.598281,-4.290019
55.023874,-3.119926
56.351671,-4.000065
56.505483,-3.228222
56.169023,-4.634909
56.171632,-3.362498
55.858272,-3.255649
55.829631,-4.532055
55.465035,-4.334595
56.006882,-2.618981
56.787819,-2.746368
55.222876,-2.968307
55.810012,-4.610586
56.875938,-4.339801
56.850497,-2.780407
55.966834,-3.900044
57.718121,-3.957355
55.418302,-4.426648
55.545923,-3.023781
55.083476,-3.434914
55.48391,-2.911404
55.611327,-4.200373
55.376971,-2.782694
55.981558,-4.574043
55.48367,-2.943046
55.728808,-2.519038
55.737923,-2.487307
55.416922,-5.580274
54.853222,-3.847321
55.711796,-2.18459
56.105657,-3.617436
54.742009,-4.929864
55.962618,-4.156185
57.632425,-3.667996
55.475727,-5.245264
57.544203,-5.703039
56.453227,-3.048059
55.421508,-3.344449
55.539267,-2.69084
55.881543,-3.576128
56.058159,-4.3382
55.980542,-3.564125
56.032501,-2.844054
57.495386,-3.044384
55.714867,-3.219208
57.116883,-3.909007
56.652813,-3.689732
56.199101,-3.315118
56.627161,-3.590779
55.818648,-4.62713
56.051771,-3.61518
56.374308,-5.086419
56.329382,-2.785909
56.726561,-3.545944
54.84471,-3.815782
55.558402,-3.547308
56.083245,-4.653159
56.726028,-2.532703
56.419111,-2.803969
55.855662,-2.089429
56.574516,-4.109497
54.979235,-3.087433
55.187239,-3.399374
56.48686,-3.292579
56.014551,-3.709877
55.106461,-4.721286
56.646721,-3.46113
54.978208,-3.196779
56.073065,-4.001673
56.438652,-5.692098
55.600822,-2.898242
57.202449,-2.456792
56.012406,-5.811795
55.217848,-3.471185
56.354395,-4.356308
56.249633,-4.18844
55.46692,-3.670271
57.0553,-3.031994
56.435183,-4.361306
56.244181,-3.300526
55.055998,-4.561263
56.188995,-4.539568
55.729231,-4.605189
57.270257,-3.867183
57.110327,-2.884926
55.943361,-3.6587
56.785176,-3.85938
56.257157,-4.269597
55.858434,-3.239677
54.819913,-4.670835
55.881477,-2.537059
56.016263,-3.581612
55.484447,-3.702664
55.466285,-2.863547
57.644468,-3.417235
56.042999,-3.598759
55.060035,-3.841178
55.811679,-4.530889
55.00615,-5.152452
57.848904,-4.200366
55.823586,-6.352435
57.505598,-3.745659
57.534733,-3.58001
56.431678,-5.301988
56.40082,-2.85219
57.137388,-2.86905
55.452146,-3.416645
55.35936,-5.701348
56.906666,-2.206872
56.016467,-3.565578
55.403358,-4.710071
56.131073,-3.731137
56.117435,-4.036149
54.854016,-5.124981
56.487028,-3.276345
56.468204,-3.356872
56.035765,-6.199614
55.170649,-3.27319
55.97191,-4.605458
55.8993,-3.592842
55.785571,-3.333042
57.520345,-3.262147
55.82794,-4.148725
55.595306,-3.46941
56.564299,-3.588139
57.08678,-4.105502
56.07947,-6.236541
56.316274,-3.965875
55.059072,-3.903766
57.686507,-2.680897
57.383488,-3.457053
55.704652,-3.998706
55.893872,-3.288781
55.875396,-3.336119
55.773508,-4.177617
55.10681,-4.70563
56.130388,-3.779378
55.534638,-2.714525
56.127748,-3.264417
56.476459,-3.422109
55.170218,-4.23881
55.189314,-4.177041
56.197531,-5.636616
55.485522,-3.623579
55.88904,-3.688362
55.915641,-4.713715
55.687435,-3.266074
55.943524,-4.219181
56.418442,-2.901213
57.593604,-3.114116
55.898456,-3.656783
56.212894,-2.735156
56.152566,-3.458416
55.888192,-4.29598
56.362179,-3.903483
57.26675,-3.452438
56.874362,-3.174666
55.997898,-2.618837
55.556298,-3.705771
