Year,Month,Site,Type,Easting,Northing,PM10,PM10_modelled,Hurs,Psl,Rainfall,SfcWind,Sun,Tas,NDVI,UR,PopDen,nearest_road_distance
2017,1,Fife Rosyth,Roadside,311770.51,683501.59,16.26451613,11.0711,85.29022759,1019.024078,22.41559452,5.057724116,70.28303053,4.610773609,0.55848648,Rural Areas,0.003697945,10.58146139
2017,1,Glasgow Abercromby Street,Roadside,260421.31,664179.65,15.38709677,10.42527,86.33929478,1019.636373,46.27121485,2.961469836,46.40293566,5.333941326,0.56253616,Rural Areas,0.005107526,5.364922366
2017,1,Glasgow Anderston,Rest,257940.81,665497.95,17.3137931,12.45685,86.49903248,1019.586245,46.11666807,3.145755387,46.11793222,5.487700431,0.25049878,Rural Areas,0.007222251,46.64159378
2017,1,Glasgow Broomhill,Roadside,255030.58,667194.37,17.31935484,9.873425,86.71303768,1019.527377,53.04760194,3.245036981,45.71667903,4.969225015,0.46800684,Rural Areas,0.007732988,11.13139765
2017,1,Glasgow Burgher St,Roadside,262549.48,664168.91,16.19090909,9.878282,86.40722187,1019.656999,44.81228218,2.964202081,46.46969946,5.051582135,0.5115308,Rural Areas,0.003110434,8.538160264
2017,1,Glasgow Byres Road,Roadside,256526.91,666936.95,17.07419355,10.03584,86.66373057,1019.558423,50.36731104,3.175707707,46.05371364,5.234786023,0.22981328,Rural Areas,0.008401932,9.448460622
2017,1,Glasgow Dumbarton Road,Roadside,255030,666608,13.17241379,10.45221,86.68427301,1019.542711,52.39120025,3.084464566,46.01938789,5.098516276,0.46827928,Large Urban Areas,0.010551443,9.621623143
2017,1,Glasgow High Street,Roadside,260014.1,665348.9,14.516,11.82618,86.42469196,1019.62092,47.0019687,3.286201419,46.08736988,5.165795769,0.45694236,Large Urban Areas,0.005168476,13.7337869
2017,1,Glasgow Kerbside,Kerbside,258713.92,665194.51,NA,11.52777,86.46319602,1019.598503,44.02096142,3.276331378,46.050637,5.445986393,0.19675832,Rural Areas,0.003988892,286.6771733
2017,1,Glasgow Nithsdale Road,Roadside,257886.88,662669.31,15.06,9.623415,86.5685168,1019.624425,44.72971698,2.987786708,46.8267802,4.808499927,0.350818,Rural Areas,0.007009056,9.431613068
2017,1,Glasgow Townhead,Rest,259692.6,665899.13,16.544,10.3272,86.4621945,1019.610078,46.3430062,3.229524329,46.17602557,5.394383013,0.45694236,Rural Areas,0.008317007,286.2007658
2017,1,Glasgow Waulkmillglen Reservoir,Rest,252455.25,658157.36,16.50909091,8.40371,87.90192027,1019.607182,62.88373147,2.991022366,48.74377252,4.396064864,0.60216928,Rural Areas,0.000653588,703.3625679
2017,1,Grangemouth,Industrial,293829.88,681020.65,12.48333333,9.992306,86.16733087,1019.225237,31.0403085,4.057069363,60.26945099,4.953807146,0.4868742,Rural Areas,0.002770024,276.6920559
2017,1,Inverclyde Greenock A8,Roadside,229331.5,675714.7,10.95806452,8.091987,84.95896745,1019.178434,94.43961384,4.420560057,41.85977274,5.094663806,0.27169166,Other Urban Areas,0.003118432,2.984158052
2017,1,Inverness,Roadside,265708.85,845668.85,NA,7.369451,81.98200947,1017.105178,39.95539317,3.684905943,62.04518787,5.286908617,0.39035564,Rural Areas,0.003356611,9.161786596
2017,1,N Lanarkshire Airdrie Kenilworth Dr,Roadside,277385.6,665831.3,NA,10.20733,87.47546867,1019.739065,38.71708505,4.44846256,50.61599202,3.766913873,0.54020108,Other Urban Areas,0.003599101,14.81314762
2017,1,N Lanarkshire Chapelhall,Roadside,278168.64,663115.23,15.91935484,10.51331,87.60519018,1019.800681,40.39317635,4.120196875,50.7696558,3.923352593,0.58380744,Rural Areas,0.000471773,3.193975307
2017,1,N Lanarkshire Coatbridge Sunnyside Rd,Roadside,273054,665234.7,NA,9.796994,87.27172205,1019.724261,32.08556054,3.811549466,49.68737701,3.988418593,0.51118656,Other Urban Areas,0.003461161,11.55067351
2017,1,N Lanarkshire Coatbridge Whifflet,Rest,273674.95,663927.14,12.3516129,10.80282,86.95663193,1019.776272,36.77661299,3.690581625,48.75138153,4.096179087,0.464727,Rural Areas,0.004146405,16.13114014
2017,1,N Lanarkshire Croy,Roadside,272770.4,675740.3,12.66774194,9.066014,87.72509626,1019.490683,64.96441785,3.625612633,47.69135515,3.850609386,0.61564488,Other Urban Areas,0.001121344,9.039749229
2017,1,N Lanarkshire Kirkshaws,Roadside,272522.8,663029.8,11.09333333,10.46679,87.02406622,1019.767589,37.29385915,3.535959582,48.82128288,4.149804208,0.4916276,Other Urban Areas,0.005200842,32.05366888
2017,1,N Lanarkshire Moodiesburn,Roadside,269929,670386,12.03548387,9.37807,87.9753275,1019.590624,49.59774276,3.584055689,48.00785327,3.993288293,0.5957352,Other Urban Areas,0.002759536,11.22300763
2017,1,N Lanarkshire Motherwell,Roadside,275540.87,656789.09,13.29285714,10.55264,87.44782358,1019.994372,46.64672482,3.124850862,50.10771522,4.086516707,0.48031628,Rural Areas,0.002816091,81.53773543
2017,1,N Lanarkshire Motherwell Adele St,Roadside,275642.3,656147.7,NA,10.55264,87.44782358,1019.994372,46.64672482,3.124850862,50.10771522,4.086516707,0.53253104,Large Urban Areas,0.002816091,7.076146906
2017,1,N Lanarkshire Motherwell Civic Centre,Rest,275813.6,656235.48,NA,10.55264,87.44782358,1019.994372,46.64672482,3.124850862,50.10771522,4.086516707,0.53253104,Rural Areas,0.002816091,34.31780023
2017,1,N Lanarkshire Shawhead Coatbridge,Roadside,273411,662997,15.94516129,12.17497,86.93178489,1019.801691,38.08776138,3.397737124,48.74500435,4.23582069,0.52049064,Other Urban Areas,0.000753058,19.7483369
2017,1,N Lanarkshire Uddingston New Edinburgh Rd,Roadside,269145.6,661499.7,NA,11.92745,87.16683806,1019.782518,40.55533097,2.881283402,48.81983031,4.439823317,0.526032,Large Urban Areas,0.003140168,19.34483261
2017,1,North Ayrshire Irvine High St,Kerbside,232142,638892,16.04193548,8.512428,85.1047753,1019.571001,70.18432805,4.558090186,53.47685922,5.57053992,0.5368338,Other Urban Areas,0.002975473,142.8479924
2017,1,Paisley Gordon Street,Roadside,248316.83,663615.52,16.37741935,9.134963,87.49486444,1019.500399,66.03324799,3.0876496,46.54790907,5.00918185,0.45547708,Rural Areas,0.004186693,13.50052293
2017,1,Paisley St James Street,Roadside,248174.75,664319.96,15.94666667,9.472651,87.43434414,1019.486745,67.64039627,3.032569463,46.00399815,5.033073501,0.39235712,Rural Areas,0.002613825,7.873088614
2017,1,Perth Atholl Street,Roadside,311577.28,723931.02,20.81290323,9.288207,86.77915767,1018.812603,24.06517224,2.847453508,58.26930915,4.019475964,0.6481304,Rural Areas,0.005293397,7.541035454
2017,1,Perth Crieff,Roadside,286363,721614,12.76451613,8.82336,87.17045419,1019.002984,34.47655623,3.871704682,34.89017866,3.666468225,0.3785244,Rural Areas,0.002977793,8.087489738
2017,1,Perth High Street,Roadside,311680.93,723624.9,15.47096774,9.288207,86.77915767,1018.812603,24.06517224,2.847453508,58.26930915,4.019475964,0.32652622,Rural Areas,0.005293397,319.1852353
2017,1,Perth Muirton,Rest,310659.25,725658.62,12.2,9.278173,86.658399,1018.79616,22.36251466,2.647096447,57.26326182,3.967414145,0.48865176,Rural Areas,0.002980778,438.0899472
2017,1,Renfrew Cockels Loan,Roadside,250464,665933,19.04193548,10.41017,87.05406157,1019.495034,54.5048077,3.196490289,45.12210161,4.682937509,0.502527,Large Urban Areas,0.000853437,26.41545805
2017,1,Renfrew Johnston,Roadside,242983.8,663178.1,NA,8.924343,88.50374219,1019.441237,93.01176549,2.829066424,51.05787064,4.581703551,0.58391424,Rural Areas,0.001728481,10.57148928
2017,1,South Ayrshire Ayr Harbour,Roadside,233617.25,622746.05,NA,7.79741,84.58133456,1019.715022,63.16764073,4.775077405,54.37046454,5.615104008,0.33248832,Rural Areas,0.003345996,314.4604262
2017,1,South Ayrshire Ayr High St,Roadside,233720.43,622114.8,NA,7.79741,84.58133456,1019.715022,63.16764073,4.775077405,54.37046454,5.615104008,0.33248832,Rural Areas,0.003345996,20.8577063
2017,1,South Lanarkshire Blantyre,Roadside,268916,657605,NA,9.957892,87.41681806,1019.857756,44.3152088,2.845148063,49.90431586,4.335269677,0.53274764,Other Urban Areas,0.004454434,11.11249079
2017,1,South Lanarkshire Cambuslang,Kerbside,264319,660519,16.16129032,9.812261,87.13000576,1019.742837,46.32648945,2.745985848,48.5764701,4.730332554,0.49217712,Large Urban Areas,0.003233043,7.878133166
2017,1,South Lanarkshire East Kilbride,Roadside,264384.55,655669.44,16.57419355,10.01843,87.39858682,1019.82394,46.94054184,3.745277749,49.42976512,4.061000838,0.60237316,Rural Areas,0.003973742,4.914430819
2017,1,South Lanarkshire Hamilton,Roadside,272298,655289,22.2875,10.50894,87.58587238,1019.972296,42.38640184,2.505383351,51.47318775,4.281305887,0.51739068,Other Urban Areas,0.00234688,6.74367849
2017,1,South Lanarkshire Lanark,Kerbside,288427.04,643700.54,12.35806452,8.995927,90.66763811,1020.412552,49.23476525,5.193570039,52.46251952,3.152058535,0.59197372,Rural Areas,0.002406169,3.606069758
2017,1,South Lanarkshire Raith Interchange 2,Roadside,271063.1,658087,13.53870968,12.02703,87.06200098,1019.87933,46.52084297,2.506418779,49.54213255,4.50866715,0.50834476,Rural Areas,0.000329703,35.00838955
2017,1,South Lanarkshire Rutherglen,Roadside,261113.75,661690.5,21.03181818,10.46772,86.74740201,1019.690925,45.98619017,2.885350023,47.70011213,4.865094607,0.43305608,Rural Areas,0.004255575,10.42225267
2017,1,South Lanarkshire Uddingston,Roadside,269657,660305.7,12.15806452,9.944023,87.20076523,1019.804377,41.76459073,2.797117841,48.96968282,4.455796845,0.59549228,Other Urban Areas,0.003043487,7.476428806
2017,1,Stirling Craig's Roundabout,Roadside,279955,693012,15.29666667,9.076556,87.14968132,1019.17395,40.5706862,3.720226006,45.59325217,4.804494115,0.3664784,Other Urban Areas,0.003768081,23.09566273
2017,1,West Dunbartonshire Clydebank,Roadside,249721.28,672046.49,11.82580645,9.374695,88.18554379,1019.379416,63.66868984,3.637133588,49.08339088,4.326450954,0.55617632,Rural Areas,0.003248761,29.32199251
2017,1,West Lothian Broxburn,Roadside,308314.04,672230.25,14.8516129,11.08879,85.45846217,1019.112272,26.16099186,4.160936671,70.81057257,4.202256414,0.55090496,Rural Areas,0.002226321,7.21704839
2017,1,West Lothian Linlithgow High Street 2,Roadside,300419.7,677120.9,NA,10.16043,86.54186078,1019.159609,29.57197324,4.609392945,69.24656914,4.580275974,0.57693612,Other Urban Areas,0.001445779,6.003113457
2017,1,West Lothian Newton,Roadside,309258,677728.99,20.41612903,11.61226,85.73106403,1019.064444,30.78667493,5.188561312,73.01052786,4.141006636,0.4778226,Rural Areas,5.22E-05,5.755533574
2017,2,Aberdeen Anderson Dr,Roadside,392504.39,804189.75,15.43684211,9.578993,81.03310215,1009.596221,72.18662159,6.427083015,73.6616273,5.482603182,0.4586652,Large Urban Areas,0.005072821,14.49298793
2017,2,Aberdeen Errol Place,Rest,394395.8,807391.98,16.93571429,9.64374,80.76664454,1009.595244,74.93563257,6.579673199,74.69749581,5.777270882,0.35950716,Large Urban Areas,0.00673403,76.62294631
2017,2,Aberdeen King Street,Roadside,394333,808770,21.34090909,9.500836,81.0493865,1009.591891,74.87500037,6.433847105,75.2499558,5.817544286,0.58215416,Large Urban Areas,0.003834391,9.599338545
2017,2,Aberdeen Market Street 2,Roadside,394551.62,805673.18,16.075,10.24421,80.98094985,1009.600827,69.9246325,6.580515411,75.17209942,5.784233069,0.17369772,Large Urban Areas,0.003636668,7.363513475
2017,2,Aberdeen Union Street Roadside,Roadside,393655.92,805967.6,15.51363636,9.877845,80.8788676,1009.598922,72.95047369,6.440880957,74.2154361,5.637933084,0.26026566,Large Urban Areas,0.008104862,13.61053035
2017,2,Aberdeen Wellington Road,Roadside,394410.99,804813.2,14.888,9.665728,81.20585563,1009.600511,71.21409977,6.963617696,75.23365115,5.640479774,0.30427344,Large Urban Areas,0.003937631,9.754705711
2017,2,Alloa A907,Roadside,288689,693068,NA,9.885803,86.06737909,1009.707749,104.0783887,4.850543247,43.46528353,5.406843771,0.46917204,Other Urban Areas,0.003683758,2.820852372
2017,2,Angus Forfar Glamis Road,Roadside,345249,750386,12.55,9.756981,85.52457926,1009.627021,77.79662191,4.617333486,75.4777754,4.519951231,0.70107016,Rural Areas,0.003173635,13.91187362
2017,2,Auchencorth Moss,Rest,322165.87,656128.11,7.648,7.490603,86.89036122,1009.826129,87.13735668,5.479343312,53.04815872,4.021229332,0.50839844,Rural Areas,1.32E-05,1330.025786
2017,2,Dundee Broughty Ferry Road,Industrial,341970.73,730976.51,14.01071429,9.052108,83.61093539,1009.66775,58.73947237,4.624835813,74.84358498,5.886395518,0.3900386,Rural Areas,0.003627088,11.47388376
2017,2,Dundee Lochee Road,Kerbside,338859.24,730774.79,22.24642857,9.203027,83.72870044,1009.658453,62.63708435,5.095717592,74.17540944,5.322891735,0.45642692,Rural Areas,0.006951698,3.659449659
2017,2,Dundee Mains Loan,Rest,340970.55,731892.31,12.4,9.52619,83.57782587,1009.661737,66.91595635,5.213754714,74.23561332,5.47440117,0.56497312,Rural Areas,0.006844089,215.8970495
2017,2,Dundee Meadowside,Roadside,340243.04,730658.37,17.225,9.880889,83.60881623,1009.664385,61.26284943,4.624646979,74.75645327,5.809646488,0.3729658,Rural Areas,0.005311166,5.225675715
2017,2,Dundee Seagate,Kerbside,340486.33,730446.2,13.98928571,9.880889,83.60881623,1009.664385,61.26284943,4.624646979,74.75645327,5.809646488,0.1895,Rural Areas,0.005311166,6.829277012
2017,2,Dundee Whitehall Street,Roadside,340277.72,730154.91,14.79615385,9.880889,83.60881623,1009.664385,61.26284943,4.624646979,74.75645327,5.809646488,0.1895,Rural Areas,0.005311166,72.37791012
2017,2,E Ayrshire Kilmarnock St Marnock St,Roadside,242742,637705,11.57857143,9.317461,85.07632609,1009.50596,105.4026167,4.166316444,50.90412359,6.098034384,0.50588488,Other Urban Areas,0.002783678,8.746726285
2017,2,East Dunbartonshire Bearsden,Roadside,254271.48,672072.75,12.68214286,9.154591,87.31336591,1009.661676,112.4010386,4.872540621,35.10906734,5.226104715,0.48023316,Rural Areas,0.002942797,9.571084396
2017,2,East Dunbartonshire Bishopbriggs,Roadside,260995.7,670132.48,14.95,9.659851,86.98406417,1009.721439,105.0692331,4.705810686,35.94444637,5.180454321,0.5419222,Rural Areas,0.002780925,9.929695603
2017,2,East Dunbartonshire Kirkintilloch,Roadside,265683.75,673520.86,17.36666667,9.480764,87.48271996,1009.711904,98.85654154,4.355699946,38.70380979,5.065808864,0.43849796,Rural Areas,0.003071849,9.422364395
2017,2,East Dunbartonshire Milngavie,Roadside,255325.27,674115.52,14.61785714,8.84555,88.02055928,1009.651482,127.8406525,4.432802923,36.24542579,5.188551921,0.49013828,Rural Areas,0.00275375,9.562910204
2017,2,East Lothian Musselburgh N High St,Roadside,333941,672836,13.74736842,11.29794,85.3814603,1009.798715,48.02357303,5.648791047,63.49098794,6.004328584,0.78721416,Large Urban Areas,0.004874325,11.03844802
2017,2,Edinburgh Currie,Rest,317575.4,667874.3,8.988,10.39005,85.10498579,1009.687507,71.38788093,5.23473097,58.70854533,4.587869096,0.56215204,Large Urban Areas,0.002499022,367.6985473
2017,2,Edinburgh Glasgow Road,Roadside,313101,672651,16.23846154,11.48798,84.51355565,1009.650972,63.71422962,4.643913223,60.18734855,5.360904786,0.50972272,Rural Areas,0.0001105,7.179777766
2017,2,Edinburgh Nicolson Street,Roadside,326150,673046,NA,11.05821,82.72329814,1009.737088,50.92659188,6.242488875,59.77676984,5.956497094,0.43098308,Large Urban Areas,0.007794278,7.022324952
2017,2,Edinburgh Queen Street,Roadside,324825.48,674079.54,NA,11.23287,82.61689752,1009.717175,54.19180181,6.085848823,60.014102,5.918257752,0.38809868,Rural Areas,0.008877014,15.17135145
2017,2,Edinburgh Queensferry Road,Roadside,318734.92,674931.5,24.5875,11.20262,83.58539601,1009.676617,57.01361658,5.617686395,60.15974913,5.627551928,0.56602588,Rural Areas,0.003814914,8.259895052
2017,2,Edinburgh Salamander St,Roadside,327613.24,676342.55,15.43333333,12.06079,83.66508997,1009.737105,47.05587672,6.78841224,62.56703747,6.11433487,0.37550812,Rural Areas,0.005604468,7.082331756
2017,2,Edinburgh St John's Road,Kerbside,320079.88,672902.79,16.76785714,11.09536,82.88484069,1009.692287,53.72704405,5.260824312,59.15361444,5.723409359,0.48898352,Rural Areas,0.00438311,14.36624253
2017,2,Edinburgh St Leonards,Rest,326264.3,673136.49,8.745454545,11.05821,82.72329814,1009.737088,50.92659188,6.242488875,59.77676984,5.956497094,0.43098308,Rural Areas,0.007794278,44.11561169
2017,2,Edinburgh Tower Street,Roadside,327459.8,676530.8,NA,12.06079,83.66508997,1009.737105,47.05587672,6.78841224,62.56703747,6.11433487,0.37550812,Rural Areas,0.005604468,90.90101946
2017,2,Falkirk Banknock,Roadside,277247,679027,20.28214286,9.006627,86.92224895,1009.679088,149.7860394,4.444508088,45.26851202,4.650294632,0.53483068,Rural Areas,0.000169818,6.806042503
2017,2,Falkirk Graham's Road,Roadside,288822,680241,14.66296296,9.925481,85.61474603,1009.667447,135.3586096,4.519288845,48.70935704,5.548408076,0.46006712,Rural Areas,0.00231054,18.15367331
2017,2,Falkirk Grangemouth MC,Rest,292818.05,682006.92,8.833333333,10.53087,84.96502355,1009.652377,94.93303646,4.821891929,48.82937707,5.926402251,0.34051716,Rural Areas,0.000485905,43.16050621
2017,2,Falkirk Haggs,Roadside,278977,679271,14.16666667,10.85165,86.83835801,1009.679492,146.723404,4.301252925,45.80430787,4.76409981,0.58908096,Other Urban Areas,0.001150117,6.344912512
2017,2,Falkirk Hope St,Roadside,288688.39,680219.33,NA,9.925481,85.61474603,1009.667447,135.3586096,4.519288845,48.70935704,5.548408076,0.46006712,Rural Areas,0.00231054,9.767545758
2017,2,Falkirk Main St Bainsford,Roadside,288563.7,681516.1,13.93333333,10.00609,85.63686179,1009.667567,123.5374246,4.491259673,48.57213231,5.553822239,0.48633972,Other Urban Areas,0.003867836,7.609453912
2017,2,Falkirk West Bridge Street,Roadside,288457,680064,13.37857143,9.925481,85.61474603,1009.667447,135.3586096,4.519288845,48.70935704,5.548408076,0.46006712,Other Urban Areas,0.00231054,7.354256285
2017,2,Fife Cupar,Roadside,337369.34,714578.52,15.81071429,10.01252,85.81319879,1009.713655,78.57020018,4.109611299,67.4606398,5.236535075,0.47454528,Rural Areas,0.003013702,6.010415946
2017,2,Fife Dunfermline,Roadside,309924.49,687724.72,12.05357143,10.44966,84.79599983,1009.65046,95.06218714,6.711719995,46.81185223,5.109372864,0.59628276,Rural Areas,0.002762206,11.15464231
2017,2,Fife Kirkcaldy,Roadside,329143.57,692986.35,12.02592593,8.758469,85.01172474,1009.739046,67.0879859,6.628888099,59.01219532,5.798496763,0.45089732,Rural Areas,0.002050892,11.68128734
2017,2,Fife Rosyth,Roadside,311770.51,683501.59,14.24642857,11.0711,84.39015418,1009.639501,64.27576357,6.21517806,54.62682764,5.673246034,0.52743888,Rural Areas,0.003697945,10.58146139
2017,2,Glasgow Abercromby Street,Roadside,260421.31,664179.65,15.64074074,10.42527,84.72645627,1009.76081,104.3246182,3.834968028,36.4831726,6.245681263,0.55744272,Rural Areas,0.005107526,5.364922366
2017,2,Glasgow Anderston,Rest,257940.81,665497.95,16.84444444,12.45685,84.9572769,1009.74239,101.4079175,4.206079368,35.19205212,6.375172308,0.26460922,Rural Areas,0.007222251,46.64159378
2017,2,Glasgow Broomhill,Roadside,255030.58,667194.37,16.47857143,9.873425,85.28184617,1009.713276,98.23374143,4.467085064,34.20948702,5.893692408,0.35728056,Rural Areas,0.007732988,11.13139765
2017,2,Glasgow Burgher St,Roadside,262549.48,664168.91,14.968,9.878282,84.83410913,1009.765921,102.7400181,3.763954959,37.32690951,5.993310392,0.41037224,Rural Areas,0.003110434,8.538160264
2017,2,Glasgow Byres Road,Roadside,256526.91,666936.95,15.24444444,10.03584,85.2024725,1009.730265,97.30582437,4.314235217,34.78270496,6.143918359,0.54999376,Rural Areas,0.008401932,9.448460622
2017,2,Glasgow Dumbarton Road,Roadside,255030,666608,15.81851852,10.45221,85.23541593,1009.720093,101.6860164,4.22542564,34.50334806,6.024241077,0.4747406,Large Urban Areas,0.010551443,9.621623143
2017,2,Glasgow High Street,Roadside,260014.1,665348.9,14.08333333,11.82618,84.85119602,1009.756503,107.5172417,4.265458853,36.16905119,6.068174403,0.41204288,Large Urban Areas,0.005168476,13.7337869
2017,2,Glasgow Kerbside,Kerbside,258713.92,665194.51,NA,11.52777,84.90428714,1009.747934,104.7029285,4.332201174,35.44917287,6.321479393,0.2791395,Rural Areas,0.003988892,286.6771733
2017,2,Glasgow Nithsdale Road,Roadside,257886.88,662669.31,13.62592593,9.623415,85.05615391,1009.750491,105.8716176,3.900005906,35.83857782,5.703195358,0.51316684,Rural Areas,0.007009056,9.431613068
2017,2,Glasgow Townhead,Rest,259692.6,665899.13,14.88214286,10.3272,84.90332044,1009.752635,106.031212,4.235214628,35.87571745,6.279042239,0.41204288,Rural Areas,0.008317007,286.2007658
2017,2,Glasgow Waulkmillglen Reservoir,Rest,252455.25,658157.36,10.775,8.40371,87.01214072,1009.71621,131.9984916,3.888807529,37.12331385,5.280697455,0.58896684,Rural Areas,0.000653588,703.3625679
2017,2,Grangemouth,Industrial,293829.88,681020.65,12.824,9.992306,84.99744947,1009.64853,94.61976589,4.927332293,49.51928275,5.931617863,0.53882168,Rural Areas,0.002770024,276.6920559
2017,2,Inverclyde Greenock A8,Roadside,229331.5,675714.7,9.657142857,8.091987,83.52925265,1009.345869,166.488512,5.863796434,36.05401258,5.851763193,0.49268864,Other Urban Areas,0.003118432,2.984158052
2017,2,Inverness,Roadside,265708.85,845668.85,NA,7.369451,80.6718214,1008.589565,43.12883871,3.621964863,88.61245185,5.227100412,0.401751,Rural Areas,0.003356611,9.161786596
2017,2,N Lanarkshire Airdrie Kenilworth Dr,Roadside,277385.6,665831.3,NA,10.20733,86.49237443,1009.739459,113.0968985,5.583100925,44.13177561,4.651284476,0.41051828,Other Urban Areas,0.003599101,14.81314762
2017,2,N Lanarkshire Chapelhall,Roadside,278168.64,663115.23,13.66428571,10.51331,86.63558853,1009.741736,107.1454009,5.253757647,44.65210147,4.82208165,0.44612276,Rural Areas,0.000471773,3.193975307
2017,2,N Lanarkshire Coatbridge Sunnyside Rd,Roadside,273054,665234.7,NA,9.796994,86.16865384,1009.750926,108.6102562,4.731917493,42.89080971,4.963236954,0.38357268,Other Urban Areas,0.003461161,11.55067351
2017,2,N Lanarkshire Coatbridge Whifflet,Rest,273674.95,663927.14,11.35357143,10.80282,85.68907275,1009.758264,109.2130345,4.596177695,42.34515368,5.080260102,0.41961168,Rural Areas,0.004146405,16.13114014
2017,2,N Lanarkshire Croy,Roadside,272770.4,675740.3,11.99285714,9.066014,86.76797686,1009.697925,143.2045731,4.470933339,41.79403723,4.881083747,0.54060132,Other Urban Areas,0.001121344,9.039749229
2017,2,N Lanarkshire Kirkshaws,Roadside,272522.8,663029.8,10.43333333,10.46679,85.78458777,1009.76005,104.6570368,4.375177091,42.24081332,5.144876021,0.42972352,Other Urban Areas,0.005200842,32.05366888
2017,2,N Lanarkshire Moodiesburn,Roadside,269929,670386,12.78636364,9.37807,87.18695782,1009.733981,126.4455525,4.489141687,40.75801612,4.958014099,0.48852836,Other Urban Areas,0.002759536,11.22300763
2017,2,N Lanarkshire Motherwell,Roadside,275540.87,656789.09,12.58928571,10.55264,86.29000845,1009.766667,112.4613121,3.915826947,43.04788415,5.034657209,0.43801356,Rural Areas,0.002816091,81.53773543
2017,2,N Lanarkshire Motherwell Adele St,Roadside,275642.3,656147.7,NA,10.55264,86.29000845,1009.766667,112.4613121,3.915826947,43.04788415,5.034657209,0.4677228,Large Urban Areas,0.002816091,7.076146906
2017,2,N Lanarkshire Motherwell Civic Centre,Rest,275813.6,656235.48,NA,10.55264,86.29000845,1009.766667,112.4613121,3.915826947,43.04788415,5.034657209,0.4677228,Rural Areas,0.002816091,34.31780023
2017,2,N Lanarkshire Shawhead Coatbridge,Roadside,273411,662997,15.94347826,12.17497,85.62479921,1009.760677,105.7693784,4.240950227,42.37604585,5.231218384,0.42673748,Other Urban Areas,0.000753058,19.7483369
2017,2,N Lanarkshire Uddingston New Edinburgh Rd,Roadside,269145.6,661499.7,NA,11.92745,85.92433028,1009.770136,101.3906287,3.51475788,41.64532356,5.431749225,0.54013508,Large Urban Areas,0.003140168,19.34483261
2017,2,North Ayrshire Irvine High St,Kerbside,232142,638892,14.43461538,8.512428,83.90451393,1009.416018,92.22595172,5.54643837,51.93712988,6.260883991,0.39926792,Other Urban Areas,0.002975473,142.8479924
2017,2,Paisley Gordon Street,Roadside,248316.83,663615.52,14.95,9.134963,86.58361278,1009.658966,127.3810744,4.205559339,33.635288,5.971532345,0.426265,Rural Areas,0.004186693,13.50052293
2017,2,Paisley St James Street,Roadside,248174.75,664319.96,14.74230769,9.472651,86.56157806,1009.653195,128.8622757,4.172769518,33.25899068,6.002337117,0.445152,Rural Areas,0.002613825,7.873088614
2017,2,Perth Atholl Street,Roadside,311577.28,723931.02,19.525,9.288207,85.17197408,1009.755783,59.10725221,3.406613298,54.23907374,5.203205684,0.70134064,Rural Areas,0.005293397,7.541035454
2017,2,Perth Crieff,Roadside,286363,721614,13.79615385,8.82336,86.20712271,1009.784818,94.65420066,4.575493632,48.12448876,4.712246882,0.5318704,Rural Areas,0.002977793,8.087489738
2017,2,Perth High Street,Roadside,311680.93,723624.9,15.17142857,9.288207,85.17197408,1009.755783,59.10725221,3.406613298,54.23907374,5.203205684,0.74123712,Rural Areas,0.005293397,319.1852353
2017,2,Perth Muirton,Rest,310659.25,725658.62,12.15357143,9.278173,85.02731617,1009.747123,51.01492314,3.193774428,55.66299965,4.713917803,0.63553932,Rural Areas,0.002980778,438.0899472
2017,2,Renfrew Cockels Loan,Roadside,250464,665933,16.11071429,10.41017,85.77385012,1009.674745,111.7215585,4.41437468,32.97798539,5.622766643,0.565621,Large Urban Areas,0.000853437,26.41545805
2017,2,Renfrew Johnston,Roadside,242983.8,663178.1,NA,8.924343,87.84068355,1009.564087,157.2703945,3.736927158,34.59533869,5.473121402,0.44624152,Rural Areas,0.001728481,10.57148928
2017,2,South Ayrshire Ayr Harbour,Roadside,233617.25,622746.05,NA,7.79741,83.26955687,1009.476709,85.03482591,5.816364962,53.6697849,6.234975156,0.531242,Rural Areas,0.003345996,314.4604262
2017,2,South Ayrshire Ayr High St,Roadside,233720.43,622114.8,NA,7.79741,83.26955687,1009.476709,85.03482591,5.816364962,53.6697849,6.234975156,0.531242,Rural Areas,0.003345996,20.8577063
2017,2,South Lanarkshire Blantyre,Roadside,268916,657605,NA,9.957892,86.27415042,1009.776482,104.0277316,3.455510798,41.48956542,5.246169063,0.42194684,Other Urban Areas,0.004454434,11.11249079
2017,2,South Lanarkshire Cambuslang,Kerbside,264319,660519,15.35357143,9.812261,85.86451771,1009.776543,108.3501848,3.387651676,39.68646918,5.652149545,0.70027904,Large Urban Areas,0.003233043,7.878133166
2017,2,South Lanarkshire East Kilbride,Roadside,264384.55,655669.44,16.73913043,10.01843,86.25553094,1009.774776,114.8972628,4.494118925,40.36482408,4.852451354,0.44377716,Rural Areas,0.003973742,4.914430819
2017,2,South Lanarkshire Hamilton,Roadside,272298,655289,15.33928571,10.50894,86.48542364,1009.770796,102.1086668,3.046862324,43.22900028,5.243199134,0.41923544,Other Urban Areas,0.00234688,6.74367849
